[UE1] [2025-07-19 14:35:46] [  5]  36.00-37.00  sec  3.58 MBytes  30.0 Mbits/sec  0.277 ms  0/2589 (0%)
[UE1] [2025-07-19 14:35:47] [  5]  37.00-38.00  sec  3.58 MBytes  30.0 Mbits/sec  0.245 ms  0/2591 (0%)
[UE1] [2025-07-19 14:35:48] [  5]  38.00-39.00  sec  3.58 MBytes  30.0 Mbits/sec  0.200 ms  0/2589 (0%)
[UE1] [2025-07-19 14:35:49] [  5]  39.00-40.00  sec  3.58 MBytes  30.0 Mbits/sec  0.205 ms  0/2593 (0%)
[UE1] [2025-07-19 14:35:50] [  5]  40.00-41.00  sec  3.57 MBytes  30.0 Mbits/sec  0.194 ms  0/2587 (0%)
[UE1] [2025-07-19 14:35:51] [  5]  41.00-42.00  sec  3.58 MBytes  30.0 Mbits/sec  0.277 ms  0/2590 (0%)
[UE1] [2025-07-19 14:35:52] [  5]  42.00-43.00  sec  3.58 MBytes  30.0 Mbits/sec  0.206 ms  0/2590 (0%)
[UE1] [2025-07-19 14:35:53] [  5]  43.00-44.00  sec  3.58 MBytes  30.0 Mbits/sec  0.226 ms  0/2589 (0%)
[UE1] [2025-07-19 14:35:54] [  5]  44.00-45.00  sec  3.58 MBytes  30.0 Mbits/sec  0.219 ms  0/2590 (0%)
[UE1] [2025-07-19 14:35:55] [  5]  45.00-46.00  sec  3.58 MBytes  30.0 Mbits/sec  0.191 ms  0/2592 (0%)
[UE1] [2025-07-19 14:35:56] [  5]  46.00-47.00  sec  3.57 MBytes  30.0 Mbits/sec  0.159 ms  0/2588 (0%)
[UE1] [2025-07-19 14:35:57] [  5]  47.00-48.00  sec  3.58 MBytes  30.0 Mbits/sec  0.142 ms  0/2592 (0%)
[UE1] [2025-07-19 14:35:58] [  5]  48.00-49.00  sec  3.57 MBytes  30.0 Mbits/sec  0.139 ms  0/2588 (0%)
[UE1] [2025-07-19 14:35:59] [  5]  49.00-50.00  sec  3.58 MBytes  30.0 Mbits/sec  0.175 ms  0/2589 (0%)
[UE1] [2025-07-19 14:36:00] [  5]  50.00-51.00  sec  3.58 MBytes  30.0 Mbits/sec  0.330 ms  0/2592 (0%)
[UE1] [2025-07-19 14:36:01] [  5]  51.00-52.00  sec  3.57 MBytes  30.0 Mbits/sec  0.343 ms  0/2587 (0%)
[UE1] [2025-07-19 14:36:02] [  5]  52.00-53.00  sec  3.58 MBytes  30.0 Mbits/sec  0.184 ms  0/2593 (0%)
[UE1] [2025-07-19 14:36:03] [  5]  53.00-54.00  sec  3.57 MBytes  30.0 Mbits/sec  0.124 ms  0/2587 (0%)
[UE1] [2025-07-19 14:36:04] [  5]  54.00-55.00  sec  3.58 MBytes  30.0 Mbits/sec  0.212 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:05] [  5]  55.00-56.00  sec  3.58 MBytes  30.0 Mbits/sec  0.210 ms  0/2591 (0%)
[UE1] [2025-07-19 14:36:06] [  5]  56.00-57.00  sec  3.58 MBytes  30.0 Mbits/sec  0.199 ms  0/2589 (0%)
[UE1] [2025-07-19 14:36:07] [  5]  57.00-58.00  sec  3.58 MBytes  30.0 Mbits/sec  0.162 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:08] [  5]  58.00-59.00  sec  3.58 MBytes  30.0 Mbits/sec  0.217 ms  0/2591 (0%)
[UE1] [2025-07-19 14:36:09] [  5]  59.00-60.00  sec  3.58 MBytes  30.0 Mbits/sec  0.149 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:10] [  5]  60.00-61.00  sec  3.57 MBytes  30.0 Mbits/sec  0.211 ms  0/2588 (0%)
[UE1] [2025-07-19 14:36:11] [  5]  61.00-62.00  sec  3.58 MBytes  30.0 Mbits/sec  0.251 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:12] [  5]  62.00-63.00  sec  3.58 MBytes  30.0 Mbits/sec  0.150 ms  0/2589 (0%)
[UE1] [2025-07-19 14:36:13] [  5]  63.00-64.00  sec  3.58 MBytes  30.0 Mbits/sec  0.254 ms  0/2592 (0%)
[UE1] [2025-07-19 14:36:14] [  5]  64.00-65.00  sec  3.57 MBytes  30.0 Mbits/sec  0.195 ms  0/2588 (0%)
[UE1] [2025-07-19 14:36:15] [  5]  65.00-66.00  sec  3.58 MBytes  30.0 Mbits/sec  0.256 ms  0/2589 (0%)
[UE1] [2025-07-19 14:36:16] [  5]  66.00-67.00  sec  3.58 MBytes  30.0 Mbits/sec  0.245 ms  0/2591 (0%)
[UE1] [2025-07-19 14:36:17] [  5]  67.00-68.00  sec  3.58 MBytes  30.0 Mbits/sec  0.192 ms  0/2589 (0%)
[UE1] [2025-07-19 14:36:18] [  5]  68.00-69.00  sec  3.58 MBytes  30.0 Mbits/sec  0.282 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:19] [  5]  69.00-70.00  sec  3.58 MBytes  30.0 Mbits/sec  0.189 ms  0/2591 (0%)
[UE1] [2025-07-19 14:36:20] [  5]  70.00-71.00  sec  3.58 MBytes  30.0 Mbits/sec  0.204 ms  0/2589 (0%)
[UE1] [2025-07-19 14:36:21] [  5]  71.00-72.00  sec  3.58 MBytes  30.0 Mbits/sec  0.254 ms  0/2591 (0%)
[UE1] [2025-07-19 14:36:22] [  5]  72.00-73.00  sec  3.57 MBytes  30.0 Mbits/sec  0.185 ms  0/2587 (0%)
[UE1] [2025-07-19 14:36:23] [  5]  73.00-74.00  sec  3.58 MBytes  30.0 Mbits/sec  0.157 ms  0/2593 (0%)
[UE1] [2025-07-19 14:36:24] [  5]  74.00-75.00  sec  3.57 MBytes  30.0 Mbits/sec  0.236 ms  0/2587 (0%)
[UE1] [2025-07-19 14:36:25] [  5]  75.00-76.00  sec  3.58 MBytes  30.0 Mbits/sec  0.223 ms  0/2593 (0%)
[UE1] [2025-07-19 14:36:26] [  5]  76.00-77.00  sec  3.58 MBytes  30.0 Mbits/sec  0.157 ms  0/2589 (0%)
[UE1] [2025-07-19 14:36:27] [  5]  77.00-78.00  sec  3.57 MBytes  29.9 Mbits/sec  0.218 ms  0/2585 (0%)
[UE1] [2025-07-19 14:36:28] [  5]  78.00-79.00  sec  3.58 MBytes  30.1 Mbits/sec  0.170 ms  0/2595 (0%)
[UE1] [2025-07-19 14:36:29] [  5]  79.00-80.00  sec  3.57 MBytes  30.0 Mbits/sec  0.150 ms  0/2587 (0%)
[UE1] [2025-07-19 14:36:30] [  5]  80.00-81.00  sec  3.58 MBytes  30.0 Mbits/sec  0.228 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:31] [  5]  81.00-82.00  sec  3.58 MBytes  30.0 Mbits/sec  0.232 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:32] [  5]  82.00-83.00  sec  3.58 MBytes  30.0 Mbits/sec  0.168 ms  0/2592 (0%)
[UE1] [2025-07-19 14:36:33] [  5]  83.00-84.00  sec  3.57 MBytes  30.0 Mbits/sec  0.285 ms  0/2587 (0%)
[UE1] [2025-07-19 14:36:34] [  5]  84.00-85.00  sec  3.58 MBytes  30.0 Mbits/sec  0.253 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:35] [  5]  85.00-86.00  sec  3.58 MBytes  30.0 Mbits/sec  0.174 ms  0/2591 (0%)
[UE1] [2025-07-19 14:36:36] [  5]  86.00-87.00  sec  3.57 MBytes  30.0 Mbits/sec  0.258 ms  0/2586 (0%)
[UE1] [2025-07-19 14:36:37] [  5]  87.00-88.00  sec  3.58 MBytes  30.0 Mbits/sec  0.141 ms  0/2592 (0%)
[UE1] [2025-07-19 14:36:38] [  5]  88.00-89.00  sec  3.58 MBytes  30.0 Mbits/sec  0.421 ms  0/2591 (0%)
[UE1] [2025-07-19 14:36:39] [  5]  89.00-90.00  sec  3.58 MBytes  30.0 Mbits/sec  0.203 ms  0/2592 (0%)
[UE1] [2025-07-19 14:36:40] [  5]  90.00-91.00  sec  3.57 MBytes  30.0 Mbits/sec  0.248 ms  0/2587 (0%)
[UE1] [2025-07-19 14:36:41] [  5]  91.00-92.00  sec  3.58 MBytes  30.0 Mbits/sec  0.194 ms  0/2589 (0%)
[UE1] [2025-07-19 14:36:42] [  5]  92.00-93.00  sec  3.58 MBytes  30.0 Mbits/sec  0.108 ms  0/2593 (0%)
[UE1] [2025-07-19 14:36:43] [  5]  93.00-94.00  sec  3.57 MBytes  30.0 Mbits/sec  0.233 ms  0/2587 (0%)
[UE1] [2025-07-19 14:36:44] [  5]  94.00-95.00  sec  3.58 MBytes  30.0 Mbits/sec  0.149 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:45] [  5]  95.00-96.00  sec  3.58 MBytes  30.0 Mbits/sec  0.244 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:46] [  5]  96.00-97.00  sec  3.58 MBytes  30.0 Mbits/sec  0.188 ms  0/2592 (0%)
[UE1] [2025-07-19 14:36:47] [  5]  97.00-98.00  sec  3.57 MBytes  29.9 Mbits/sec  0.204 ms  0/2585 (0%)
[UE1] [2025-07-19 14:36:48] [  5]  98.00-99.00  sec  3.58 MBytes  30.0 Mbits/sec  0.140 ms  0/2592 (0%)
[UE1] [2025-07-19 14:36:49] [  5]  99.00-100.00 sec  3.58 MBytes  30.0 Mbits/sec  0.243 ms  0/2590 (0%)
[UE1] [2025-07-19 14:36:51] [  5]   0.00-1.00   sec  9.25 MBytes  77.6 Mbits/sec  0.177 ms  0/6696 (0%)
[UE1] [2025-07-19 14:36:52] [  5]   1.00-2.00   sec  12.0 MBytes   101 Mbits/sec  0.183 ms  0/8719 (0%)
[UE1] [2025-07-19 14:36:53] [  5]   2.00-3.00   sec  11.0 MBytes  91.9 Mbits/sec  0.085 ms  922/8856 (10%)
[UE1] [2025-07-19 14:36:54] [  5]   3.00-4.00   sec  12.2 MBytes   102 Mbits/sec  0.075 ms  1615/10445 (15%)
[UE1] [2025-07-19 14:36:55] [  5]   4.00-5.00   sec  12.2 MBytes   102 Mbits/sec  0.107 ms  1597/10414 (15%)
[UE1] [2025-07-19 14:36:56] [  5]   5.00-6.00   sec  12.8 MBytes   107 Mbits/sec  0.085 ms  1578/10851 (15%)
[UE1] [2025-07-19 14:36:57] [  5]   6.00-7.00   sec  11.4 MBytes  95.5 Mbits/sec  0.104 ms  1372/9620 (14%)
[UE1] [2025-07-19 14:36:58] [  5]   7.00-8.00   sec  12.2 MBytes   102 Mbits/sec  0.077 ms  1991/10809 (18%)
[UE1] [2025-07-19 14:36:59] [  5]   8.00-9.00   sec  12.0 MBytes   101 Mbits/sec  0.083 ms  1509/10207 (15%)
[UE1] [2025-07-19 14:37:00] [  5]   9.00-10.00  sec  11.4 MBytes  95.5 Mbits/sec  0.072 ms  1791/10035 (18%)
[UE1] [2025-07-19 14:37:01] [  5]  10.00-11.00  sec  12.2 MBytes   102 Mbits/sec  0.078 ms  1673/10506 (16%)
[UE1] [2025-07-19 14:37:02] [  5]  11.00-12.00  sec  12.2 MBytes   102 Mbits/sec  0.075 ms  1623/10440 (16%)
[UE1] [2025-07-19 14:37:03] [  5]  12.00-13.00  sec  12.0 MBytes   101 Mbits/sec  0.081 ms  1494/10182 (15%)
[UE1] [2025-07-19 14:37:04] [  5]  13.00-14.00  sec  12.8 MBytes   107 Mbits/sec  0.121 ms  1773/11026 (16%)
[UE1] [2025-07-19 14:37:05] [  5]  14.00-15.00  sec  12.2 MBytes   102 Mbits/sec  0.092 ms  1311/10146 (13%)
[UE1] [2025-07-19 14:37:06] [  5]  15.00-16.00  sec  12.8 MBytes   107 Mbits/sec  0.071 ms  1306/10572 (12%)
[UE1] [2025-07-19 14:37:07] [  5]  16.00-17.00  sec  12.0 MBytes   100 Mbits/sec  0.086 ms  1381/10054 (14%)
[UE1] [2025-07-19 14:37:08] [  5]  17.00-18.00  sec  12.2 MBytes   102 Mbits/sec  0.099 ms  1551/10389 (15%)
[UE1] [2025-07-19 14:37:09] [  5]  18.00-19.00  sec  12.0 MBytes   101 Mbits/sec  0.081 ms  1493/10185 (15%)
[UE1] [2025-07-19 14:37:10] [  5]  19.00-20.00  sec  12.2 MBytes   102 Mbits/sec  0.074 ms  1461/10270 (14%)
[UE1] [2025-07-19 14:37:11] [  5]  20.00-21.00  sec  10.8 MBytes  90.6 Mbits/sec  0.078 ms  1746/9568 (18%)
[UE1] [2025-07-19 14:37:12] [  5]  21.00-22.00  sec  12.1 MBytes   102 Mbits/sec  0.121 ms  2353/11130 (21%)
[UE1] [2025-07-19 14:37:13] [  5]  22.00-23.00  sec  12.8 MBytes   108 Mbits/sec  0.120 ms  1645/10949 (15%)
[UE1] [2025-07-19 14:37:14] [  5]  23.00-24.00  sec  12.0 MBytes   101 Mbits/sec  0.116 ms  1573/10267 (15%)
[UE1] [2025-07-19 14:37:15] [  5]  24.00-25.00  sec  12.2 MBytes   102 Mbits/sec  0.098 ms  1579/10396 (15%)
[UE1] [2025-07-19 14:37:16] [  5]  25.00-26.00  sec  12.0 MBytes   101 Mbits/sec  0.074 ms  1413/10101 (14%)
[UE1] [2025-07-19 14:37:17] [  5]  26.00-27.00  sec  12.2 MBytes   102 Mbits/sec  0.071 ms  1372/10205 (13%)
[UE1] [2025-07-19 14:37:18] [  5]  27.00-28.00  sec  12.0 MBytes   100 Mbits/sec  0.093 ms  2062/10737 (19%)
[UE1] [2025-07-19 14:37:19] [  5]  28.00-29.00  sec  12.2 MBytes   102 Mbits/sec  0.118 ms  1338/10169 (13%)
[UE1] [2025-07-19 14:37:20] [  5]  29.00-30.00  sec  12.4 MBytes   104 Mbits/sec  0.071 ms  1467/10441 (14%)
[UE1] [2025-07-19 14:37:21] [  5]  30.00-31.00  sec  11.2 MBytes  93.8 Mbits/sec  0.114 ms  1535/9635 (16%)
[UE1] [2025-07-19 14:37:22] [  5]  31.00-32.00  sec  12.0 MBytes   101 Mbits/sec  0.077 ms  1925/10624 (18%)
[UE1] [2025-07-19 14:37:23] [  5]  32.00-33.00  sec  12.2 MBytes   102 Mbits/sec  0.116 ms  1670/10489 (16%)
[UE1] [2025-07-19 14:37:24] [  5]  33.00-34.00  sec  12.2 MBytes   102 Mbits/sec  0.073 ms  1508/10335 (15%)
[UE1] [2025-07-19 14:37:25] [  5]  34.00-35.00  sec  12.0 MBytes   101 Mbits/sec  0.111 ms  1729/10414 (17%)
[UE1] [2025-07-19 14:37:26] [  5]  35.00-36.00  sec  12.2 MBytes   102 Mbits/sec  0.070 ms  1528/10355 (15%)
[UE1] [2025-07-19 14:37:27] [  5]  36.00-37.00  sec  12.0 MBytes   101 Mbits/sec  0.082 ms  1572/10256 (15%)
[UE1] [2025-07-19 14:37:28] [  5]  37.00-38.00  sec  12.2 MBytes   102 Mbits/sec  0.089 ms  1452/10287 (14%)
[UE1] [2025-07-19 14:37:29] [  5]  38.00-39.00  sec  12.8 MBytes   107 Mbits/sec  0.086 ms  1693/10938 (15%)
[UE1] [2025-07-19 14:37:30] [  5]  39.00-40.00  sec  11.4 MBytes  95.7 Mbits/sec  0.096 ms  1403/9661 (15%)
[UE1] [2025-07-19 14:37:31] [  5]  40.00-41.00  sec  12.2 MBytes   102 Mbits/sec  0.078 ms  1742/10578 (16%)
[UE1] [2025-07-19 14:37:32] [  5]  41.00-42.00  sec  11.0 MBytes  92.5 Mbits/sec  0.139 ms  1461/9444 (15%)
[UE1] [2025-07-19 14:37:33] [  5]  42.00-43.00  sec  11.7 MBytes  98.5 Mbits/sec  0.071 ms  2608/11112 (23%)
[UE1] [2025-07-19 14:37:34] [  5]  43.00-44.00  sec  12.2 MBytes   102 Mbits/sec  0.071 ms  1759/10587 (17%)
[UE1] [2025-07-19 14:37:35] [  5]  44.00-45.00  sec  12.0 MBytes   101 Mbits/sec  0.104 ms  1521/10209 (15%)
[UE1] [2025-07-19 14:37:36] [  5]  45.00-46.00  sec  13.0 MBytes   109 Mbits/sec  0.097 ms  1632/11033 (15%)
[UE1] [2025-07-19 14:37:37] [  5]  46.00-47.00  sec  12.0 MBytes   101 Mbits/sec  0.078 ms  1480/10156 (15%)
[UE1] [2025-07-19 14:37:38] [  5]  47.00-48.00  sec  12.2 MBytes   102 Mbits/sec  0.078 ms  1473/10300 (14%)
[UE1] [2025-07-19 14:37:39] [  5]  48.00-49.00  sec  12.0 MBytes   101 Mbits/sec  0.068 ms  1384/10078 (14%)
[UE1] [2025-07-19 14:37:40] [  5]  49.00-50.00  sec  12.2 MBytes   102 Mbits/sec  0.078 ms  1572/10389 (15%)
[UE1] [2025-07-19 14:37:41] [  5]  50.00-51.00  sec  12.2 MBytes   102 Mbits/sec  0.095 ms  1643/10471 (16%)
[UE1] [2025-07-19 14:37:42] [  5]  51.00-52.00  sec  12.0 MBytes   101 Mbits/sec  0.081 ms  1545/10238 (15%)
[UE1] [2025-07-19 14:37:43] [  5]  52.00-53.00  sec  12.2 MBytes   102 Mbits/sec  0.073 ms  1644/10462 (16%)
[UE1] [2025-07-19 14:37:44] [  5]  53.00-54.00  sec  12.0 MBytes   101 Mbits/sec  0.111 ms  1561/10249 (15%)
[UE1] [2025-07-19 14:37:45] [  5]  54.00-55.00  sec  12.2 MBytes   102 Mbits/sec  0.077 ms  1708/10541 (16%)
[UE1] [2025-07-19 14:37:46] [  5]  55.00-56.00  sec  12.8 MBytes   107 Mbits/sec  0.105 ms  1373/10644 (13%)
[UE1] [2025-07-19 14:37:47] [  5]  56.00-57.00  sec  12.2 MBytes   102 Mbits/sec  0.117 ms  1414/10223 (14%)
[UE1] [2025-07-19 14:37:48] [  5]  57.00-58.00  sec  12.0 MBytes   101 Mbits/sec  0.082 ms  1494/10188 (15%)
[UE1] [2025-07-19 14:37:49] [  5]  58.00-59.00  sec  12.2 MBytes   102 Mbits/sec  0.077 ms  1566/10402 (15%)
[UE1] [2025-07-19 14:37:50] [  5]  59.00-60.00  sec  12.0 MBytes   100 Mbits/sec  0.100 ms  1647/10314 (16%)
[UE1] [2025-07-19 14:37:51] [  5]  60.00-61.00  sec  12.2 MBytes   102 Mbits/sec  0.105 ms  1357/10193 (13%)
[UE1] [2025-07-19 14:37:52] [  5]  61.00-62.00  sec  11.4 MBytes  95.4 Mbits/sec  0.090 ms  1470/9709 (15%)
[UE1] [2025-07-19 14:37:53] [  5]  62.00-63.00  sec  12.2 MBytes   102 Mbits/sec  0.056 ms  2528/11358 (22%)
[UE1] [2025-07-19 14:37:54] [  5]  63.00-64.00  sec  12.0 MBytes   101 Mbits/sec  0.107 ms  1551/10231 (15%)
[UE1] [2025-07-19 14:37:55] [  5]  64.00-65.00  sec  12.2 MBytes   102 Mbits/sec  0.107 ms  1414/10242 (14%)
[UE1] [2025-07-19 14:37:56] [  5]  65.00-66.00  sec  12.2 MBytes   102 Mbits/sec  0.079 ms  1774/10612 (17%)
[UE1] [2025-07-19 14:37:57] [  5]  66.00-67.00  sec  12.2 MBytes   102 Mbits/sec  0.095 ms  1437/10263 (14%)
[UE1] [2025-07-19 14:37:58] [  5]  67.00-68.00  sec  12.0 MBytes   100 Mbits/sec  0.101 ms  1528/10203 (15%)
[UE1] [2025-07-19 14:37:59] [  5]  68.00-69.00  sec  12.0 MBytes   101 Mbits/sec  0.081 ms  1437/10124 (14%)
[UE1] [2025-07-19 14:38:00] [  5]  69.00-70.00  sec  12.2 MBytes   102 Mbits/sec  0.087 ms  1589/10412 (15%)
[UE1] [2025-07-19 14:38:01] [  5]  70.00-71.00  sec  11.4 MBytes  95.7 Mbits/sec  0.079 ms  1499/9758 (15%)
[UE1] [2025-07-19 14:38:02] [  5]  71.00-72.00  sec  11.4 MBytes  95.4 Mbits/sec  0.089 ms  2342/10580 (22%)
[UE1] [2025-07-19 14:38:03] [  5]  72.00-73.00  sec  11.6 MBytes  97.4 Mbits/sec  0.095 ms  2654/11062 (24%)
[UE1] [2025-07-19 14:38:04] [  5]  73.00-74.00  sec  12.8 MBytes   107 Mbits/sec  0.078 ms  1434/10688 (13%)
[UE1] [2025-07-19 14:38:05] [  5]  74.00-75.00  sec  12.0 MBytes   101 Mbits/sec  0.107 ms  1453/10129 (14%)
[UE1] [2025-07-19 14:38:06] [  5]  75.00-76.00  sec  11.8 MBytes  98.7 Mbits/sec  0.076 ms  1628/10149 (16%)
[UE1] [2025-07-19 14:38:07] [  5]  76.00-77.00  sec  11.8 MBytes  99.2 Mbits/sec  0.091 ms  1633/10197 (16%)
[UE1] [2025-07-19 14:38:08] [  5]  77.00-78.00  sec  12.2 MBytes   102 Mbits/sec  0.075 ms  1730/10558 (16%)
[UE1] [2025-07-19 14:38:09] [  5]  78.00-79.00  sec  12.0 MBytes   101 Mbits/sec  0.092 ms  1378/10066 (14%)
[UE1] [2025-07-19 14:38:10] [  5]  79.00-80.00  sec  12.8 MBytes   107 Mbits/sec  0.085 ms  1610/10869 (15%)
[UE1] [2025-07-19 14:38:11] [  5]  80.00-81.00  sec  10.8 MBytes  90.6 Mbits/sec  0.094 ms  1223/9041 (14%)
[UE1] [2025-07-19 14:38:12] [  5]  81.00-82.00  sec  12.8 MBytes   107 Mbits/sec  0.107 ms  2557/11819 (22%)
[UE1] [2025-07-19 14:38:13] [  5]  82.00-83.00  sec  12.2 MBytes   102 Mbits/sec  0.082 ms  1479/10301 (14%)
[UE1] [2025-07-19 14:38:14] [  5]  83.00-84.00  sec  12.0 MBytes   101 Mbits/sec  0.080 ms  1364/10048 (14%)
[UE1] [2025-07-19 14:38:15] [  5]  84.00-85.00  sec  12.4 MBytes   104 Mbits/sec  0.106 ms  1351/10348 (13%)
[UE1] [2025-07-19 14:38:16] [  5]  85.00-86.00  sec  12.6 MBytes   105 Mbits/sec  0.087 ms  1556/10650 (15%)
[UE1] [2025-07-19 14:38:17] [  5]  86.00-87.00  sec  12.0 MBytes   100 Mbits/sec  0.092 ms  1547/10222 (15%)
[UE1] [2025-07-19 14:38:18] [  5]  87.00-88.00  sec  11.6 MBytes  97.4 Mbits/sec  0.098 ms  1445/9850 (15%)
[UE1] [2025-07-19 14:38:19] [  5]  88.00-89.00  sec  12.8 MBytes   107 Mbits/sec  0.119 ms  1871/11123 (17%)
[UE1] [2025-07-19 14:38:20] [  5]  89.00-90.00  sec  12.0 MBytes   101 Mbits/sec  0.099 ms  1474/10155 (15%)
[UE1] [2025-07-19 14:38:21] [  5]  90.00-91.00  sec  10.8 MBytes  90.5 Mbits/sec  0.093 ms  1365/9180 (15%)
[UE1] [2025-07-19 14:38:22] [  5]  91.00-92.00  sec  12.2 MBytes   102 Mbits/sec  0.076 ms  2593/11418 (23%)
[UE1] [2025-07-19 14:38:23] [  5]  92.00-93.00  sec  12.0 MBytes   101 Mbits/sec  0.118 ms  1443/10134 (14%)
[UE1] [2025-07-19 14:38:24] [  5]  93.00-94.00  sec  12.8 MBytes   107 Mbits/sec  0.086 ms  1580/10853 (15%)
[UE1] [2025-07-19 14:38:25] [  5]  94.00-95.00  sec  12.2 MBytes   102 Mbits/sec  0.094 ms  1374/10194 (13%)
[UE1] [2025-07-19 14:38:26] [  5]  95.00-96.00  sec  12.0 MBytes   101 Mbits/sec  0.118 ms  1429/10113 (14%)
[UE1] [2025-07-19 14:38:27] [  5]  96.00-97.00  sec  12.2 MBytes   102 Mbits/sec  0.081 ms  1522/10357 (15%)
[UE1] [2025-07-19 14:38:28] [  5]  97.00-98.00  sec  12.8 MBytes   107 Mbits/sec  0.089 ms  1454/10699 (14%)
[UE1] [2025-07-19 14:38:29] [  5]  98.00-99.00  sec  11.4 MBytes  95.6 Mbits/sec  0.126 ms  1438/9689 (15%)
[UE1] [2025-07-19 14:38:31] [  5]  99.00-100.00 sec  10.8 MBytes  90.6 Mbits/sec  0.079 ms  1502/9322 (16%)
[UE1] [2025-07-19 14:38:32] [  5]   0.00-1.00   sec  3.75 MBytes  31.4 Mbits/sec  0.182 ms  0/2712 (0%)
[UE1] [2025-07-19 14:38:33] [  5]   1.00-2.00   sec  3.58 MBytes  30.0 Mbits/sec  0.266 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:34] [  5]   2.00-3.00   sec  3.58 MBytes  30.0 Mbits/sec  0.217 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:35] [  5]   3.00-4.00   sec  3.58 MBytes  30.0 Mbits/sec  0.182 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:36] [  5]   4.00-5.00   sec  3.58 MBytes  30.0 Mbits/sec  0.221 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:37] [  5]   5.00-6.00   sec  3.58 MBytes  30.0 Mbits/sec  0.154 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:38] [  5]   6.00-7.00   sec  3.58 MBytes  30.0 Mbits/sec  0.172 ms  0/2589 (0%)
[UE1] [2025-07-19 14:38:39] [  5]   7.00-8.00   sec  3.58 MBytes  30.0 Mbits/sec  0.199 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:40] [  5]   8.00-9.00   sec  3.58 MBytes  30.0 Mbits/sec  0.186 ms  0/2589 (0%)
[UE1] [2025-07-19 14:38:41] [  5]   9.00-10.00  sec  3.58 MBytes  30.0 Mbits/sec  0.263 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:42] [  5]  10.00-11.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:43] [  5]  11.00-12.00  sec  3.58 MBytes  30.0 Mbits/sec  0.149 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:44] [  5]  12.00-13.00  sec  3.58 MBytes  30.0 Mbits/sec  0.180 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:45] [  5]  13.00-14.00  sec  3.57 MBytes  30.0 Mbits/sec  0.191 ms  0/2588 (0%)
[UE1] [2025-07-19 14:38:46] [  5]  14.00-15.00  sec  3.58 MBytes  30.0 Mbits/sec  0.233 ms  0/2591 (0%)
[UE1] [2025-07-19 14:38:47] [  5]  15.00-16.00  sec  3.58 MBytes  30.0 Mbits/sec  0.293 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:48] [  5]  16.00-17.00  sec  3.58 MBytes  30.0 Mbits/sec  0.281 ms  0/2592 (0%)
[UE1] [2025-07-19 14:38:49] [  5]  17.00-18.00  sec  3.58 MBytes  30.0 Mbits/sec  0.198 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:50] [  5]  18.00-19.00  sec  3.57 MBytes  30.0 Mbits/sec  0.238 ms  0/2587 (0%)
[UE1] [2025-07-19 14:38:51] [  5]  19.00-20.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:52] [  5]  20.00-21.00  sec  3.58 MBytes  30.0 Mbits/sec  0.217 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:53] [  5]  21.00-22.00  sec  3.58 MBytes  30.0 Mbits/sec  0.185 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:54] [  5]  22.00-23.00  sec  3.58 MBytes  30.0 Mbits/sec  0.291 ms  0/2589 (0%)
[UE1] [2025-07-19 14:38:55] [  5]  23.00-24.00  sec  3.58 MBytes  30.0 Mbits/sec  0.323 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:56] [  5]  24.00-25.00  sec  3.58 MBytes  30.0 Mbits/sec  0.195 ms  0/2591 (0%)
[UE1] [2025-07-19 14:38:57] [  5]  25.00-26.00  sec  3.58 MBytes  30.0 Mbits/sec  0.131 ms  0/2589 (0%)
[UE1] [2025-07-19 14:38:58] [  5]  26.00-27.00  sec  3.58 MBytes  30.0 Mbits/sec  0.173 ms  0/2590 (0%)
[UE1] [2025-07-19 14:38:59] [  5]  27.00-28.00  sec  3.58 MBytes  30.0 Mbits/sec  0.150 ms  0/2589 (0%)
